245.9,32.5,100.215,4.75
242.9,33.16,100.141,4.76
239.8,31.71,100.063,4.87
235.1,31.58,99.967,5.11
234.2,30.74,99.894,5.7
235.8,29.88,99.884,6.34
237.7,28.82,99.932,6.63
241.1,27.83,100.006,6.99
245.2,27.16,100.065,7.3
249.3,26.92,100.105,7.34
252.8,26.7,100.189,6.96
255.5,26.47,100.214,6.56
257.1,26.28,100.219,6.27
258.3,26.05,100.176,6.06
259.8,25.91,100.116,5.76
261.5,25.67,100.063,5.4
263.8,25.48,100.062,5.08
265.5,25.27,100.058,4.78
266.6,25.11,100.121,4.43
249.5,25.02,100.109,5.72
249.5,27.11,100.169,5.37
250,29.61,100.224,5.49
251.7,31.59,100.268,5.94
251.4,32.67,100.254,5.74
248.9,33.21,100.194,5.6
245.8,33.12,100.117,5.67
244,32.92,100.036,5.85
242.9,32.27,99.983,6.14
240.8,31.15,99.9,6.47
238.7,30.06,99.896,6.54
236.4,28.89,99.976,6.4
234.6,27.78,100.026,6.4
233.2,27.07,100.096,6.5
232,26.77,100.191,6.54
233.7,26.58,100.254,6.26
235.9,26.27,100.276,5.83
237.8,26.08,100.253,5.5
239.4,25.84,100.217,5.22
240.7,25.64,100.127,4.94
241.9,25.48,100.079,4.7
244.1,25.33,100.035,4.75
244.6,25.29,100.019,5.03
243.9,25.16,100.044,5.36
250.1,25.86,100.004,8.23
251.3,26.85,100.061,8.09
253,28.64,100.123,7.86
257.3,30.28,100.174,8.07
260.6,31.67,100.208,8.06
261.1,32.63,100.163,7.85
259.5,32.48,100.073,7.62
256.8,32.11,99.968,7.45
255.1,31.46,99.895,7.38
252.7,30.69,99.824,7.25
249.6,29.9,99.811,7.06
246,28.77,99.829,6.72
243.2,27.49,99.892,6.68
242.2,26.72,99.996,6.82
242.2,26.48,100.043,6.81
243.7,26.27,100.099,6.86
244.4,26.08,100.1,6.82
244.3,25.9,100.091,6.79
244,25.79,100.061,6.82
243.3,25.57,99.997,6.89
242,25.37,99.956,7.02
241,25.25,99.907,7.03
240.4,25.1,99.921,7.04
240.5,24.96,99.928,7.02
260.8,24.96,99.805,7.16
260.4,26.72,99.852,6.9
260.2,28.99,99.891,7.08
260.2,30.86,99.924,7.6
259.3,32.32,99.928,7.81
257.3,32.79,99.865,8.02
255.5,32.49,99.765,8.43
255.2,32.32,99.688,8.86
255.7,31.62,99.611,9.2
257.6,30.92,99.589,9.58
258.7,29.76,99.608,9.71
259.3,28.65,99.653,9.52
260,27.37,99.736,9.49
260.9,26.63,99.805,9.64
262.2,26.41,99.85,9.71
263.6,26.15,99.892,9.56
264.6,25.99,99.889,9.31
265.3,25.8,99.878,9.02
265.6,25.6,99.796,8.74
265.6,25.43,99.703,8.48
265.5,25.29,99.651,8.27
265.2,25.15,99.634,7.91
264.5,25.01,99.634,7.58
264,24.92,99.688,7.33
267.6,25.61,99.565,11.64
267.7,26.61,99.653,12.1
267.6,28.19,99.701,12.29
267.5,29.91,99.75,12.69
267.6,31.28,99.75,13.32
268,32.21,99.731,13.25
268.3,32.61,99.71,12.84
268.7,32,99.635,12.13
268.9,31.46,99.608,11.33
268.8,30.72,99.558,10.67
268.8,29.61,99.572,10.06
268.5,28.27,99.645,9.24
268.7,26.77,99.72,8.68
270,25.92,99.829,8.51
271.8,25.65,99.887,8.5
273.7,25.49,99.92,8.73
274.8,25.34,99.921,8.84
274.5,25.13,99.89,8.68
273.3,24.9,99.812,8.47
272.1,24.75,99.749,8.39
271.3,24.62,99.686,8.37
270,24.55,99.632,8.27
268.9,24.52,99.651,8.25
267.9,24.55,99.705,8.22
261.3,25.87,99.955,8.02
261,27.19,100.015,7.85
260.9,29.09,100.077,8.02
259.4,31.41,100.096,8.67
257.8,34.01,100.049,9.43
257.1,35.56,99.98,10.16
257,36.87,99.857,10.7
257,37.75,99.754,10.99
256.5,37.25,99.696,11
255.2,34.86,99.676,11.12
254,33.78,99.677,11.23
252.6,31.64,99.717,10.79
250.9,29.71,99.848,9.93
250.1,28.29,99.954,9.38
249.8,27.7,100.041,8.83
250.1,27.38,100.127,8.42
250.5,27.13,100.178,8.23
251.8,26.89,100.133,8.44
253.9,26.66,100.035,8.81
256.7,26.47,99.926,9.13
259.1,26.25,99.826,9.37
261.2,26.09,99.764,9.32
261.7,25.91,99.781,9.02
260.8,25.82,99.827,8.66
265.7,25.69,99.956,7.23
266.6,27.58,99.976,6.95
270,30.45,100.041,7.47
273.4,33.32,100.04,8.27
272.7,35.23,100.009,8.59
270.1,35.48,99.887,8.71
266.3,34.77,99.79,8.84
262.6,34.79,99.69,9.01
259.8,33.62,99.638,9.28
258.9,33.02,99.588,9.41
259.4,31.66,99.596,9.25
259.2,30.47,99.647,9.07
257.5,28.84,99.711,8.68
257.5,27.71,99.805,8.7
259.4,27.32,99.866,8.6
261.6,27.03,99.979,8.56
263.4,26.75,100.015,8.61
264.8,26.5,99.982,8.69
266.3,26.28,99.919,8.8
267.1,26.07,99.825,8.77
267.5,25.89,99.787,8.65
267.3,25.74,99.733,8.48
267.6,25.61,99.738,8.42
268.7,25.54,99.779,8.44
280.3,25.08,99.772,8.61
282.7,27.28,99.827,7.91
285.1,30.29,99.923,7.5
284.9,33.34,99.969,7.12
282.3,36.15,99.974,6.88
278,38.46,99.889,6.89
272.6,39.17,99.767,7.12
266.9,38.84,99.676,7.54
262.5,36.97,99.607,8.07
260.5,35.16,99.576,8.58
259.8,32.92,99.561,9.07
260.2,31.55,99.635,9.53
260.9,29.41,99.729,9.43
263.1,28.03,99.814,9.02
266.4,27.38,99.912,8.62
269,26.98,100.011,8.67
269.5,26.78,100.002,8.9
269.5,26.6,100.005,9.03
269.8,26.5,99.942,9.43
270.4,26.1,99.832,9.97
271.4,25.82,99.752,10.3
272.1,25.64,99.704,9.81
272.8,25.44,99.703,9.17
273.2,25.26,99.758,8.69
263.3,25.28,99.959,7.32
263.2,27.09,100.018,7.11
265.8,29.7,100.093,7.49
266.3,32.48,100.122,8.02
265.5,35.19,100.131,8.43
265.1,37.36,100.069,8.85
264.5,38.8,99.98,9.08
262.2,39.11,99.917,9.23
259.3,38.3,99.85,9.41
258.4,35.68,99.803,9.9
258.6,32.54,99.81,10.3
259.4,30.68,99.885,10.43
260.2,28.83,99.982,10.11
260.6,27.61,100.074,9.74
260.9,27.06,100.145,9.47
261.2,26.62,100.198,9.29
261.7,26.31,100.219,9.25
262.7,26.03,100.15,9.38
264.1,25.74,100.059,9.41
264.6,25.55,100.006,9.24
264.8,25.32,99.967,8.99
265.9,25.19,99.964,8.87
267.6,25.07,99.961,8.77
268.6,24.97,100.029,8.61
262.2,25.49,100.06,9.04
262.1,27.03,100.119,9.04
262.5,29.29,100.187,9.7
261.4,31.44,100.21,10.36
259.5,32.72,100.226,10.68
258.2,33.3,100.189,10.88
257,34.16,100.118,10.89
255.5,33.78,100.041,10.89
253.9,33.54,99.942,10.92
252.3,32.51,99.884,10.88
251.8,31.57,99.874,10.67
251.8,30.07,99.951,9.92
250.4,28.35,100.069,8.78
248.4,27.17,100.175,8.2
249,26.7,100.266,8.22
252,26.4,100.314,8.35
254.8,26.19,100.313,8.45
256.7,26,100.274,8.52
258,25.8,100.209,8.65
258.2,25.66,100.148,8.71
257.1,25.51,100.094,8.65
256.1,25.49,100.047,8.48
256,25.43,100.064,8.4
257,25.35,100.093,8.39
273.9,25.28,100.121,7.84
275.5,27.62,100.174,7.51
278.3,31.31,100.207,7.94
279.7,34.69,100.222,8.25
278.9,38.01,100.206,8.3
276.4,40.62,100.151,8.32
273.1,42,100.053,8.24
269,39.95,99.992,8.22
265.4,38.07,99.917,8.27
260.7,35.5,99.883,8.6
258.3,34.69,99.871,8.99
257.9,31.37,99.961,9.09
259.3,30.12,100.034,8.86
262.1,28.69,100.136,8.59
265.9,28.09,100.228,8.37
269.8,27.54,100.303,8.19
272.6,27.12,100.337,7.8
273.9,26.78,100.357,7.59
274.1,26.51,100.266,7.75
274.5,26.18,100.203,7.9
275,25.88,100.142,7.85
275.6,25.58,100.142,7.56
275.7,25.32,100.116,7.32
275,25.07,100.153,7.18
263.7,25.05,100.134,8.38
265.2,26.77,100.186,8.23
267.1,29.65,100.237,8.78
268,32.66,100.229,9.53
267.8,33.95,100.219,9.65
266.1,34.08,100.121,9.53
263.8,34.14,100.043,9.46
261.7,33.66,99.945,9.47
260.9,32.95,99.871,9.45
261.2,31.66,99.843,9.81
262.5,31.16,99.831,10.25
262.8,29.28,99.933,10.45
261.5,27.66,100.052,10.26
260.6,26.35,100.126,10.14
261.6,25.8,100.192,10.16
262.9,25.46,100.228,10.28
262.6,25.29,100.257,10.35
261.2,25.07,100.169,10.37
259.8,24.86,100.104,10.15
259.4,24.67,100.033,9.93
259.5,24.48,99.957,9.87
259.8,24.35,99.919,9.66
259.8,24.33,99.92,9.57
259.5,24.39,99.946,9.51
268.7,25.01,100.09,7.17
269.4,26.33,100.132,7.09
270.7,28.91,100.206,7.45
269.1,32.15,100.239,8.13
266.6,35.01,100.224,8.55
263.4,34.64,100.197,8.93
260.6,34.03,100.129,9.41
259.3,32.75,100.016,9.71
259.1,31.7,99.935,9.89
261.8,30.74,99.891,9.95
264.8,29.73,99.874,9.78
266.4,27.71,99.951,9.24
267.1,25.96,100.057,8.91
268.5,25.16,100.136,9.13
270.2,24.82,100.228,9.1
270.2,24.44,100.343,8.56
268.7,24.12,100.364,8.08
266.5,23.88,100.342,7.93
263.6,23.7,100.269,7.93
261.3,23.56,100.183,7.82
259.8,23.48,100.117,7.53
260.9,23.44,100.084,7.11
262.2,23.42,100.074,6.69
263.1,23.43,100.11,6.33
280.2,24.11,100.099,4.98
